Rocco Liguori,University of Bologna,IT,"Neurological disorders and treatments
Parkinson's Disease Mechanisms and Treatments
Mitochondrial Function and Pathology","OPA1 mutations induce mitochondrial DNA instability and optic atrophy 'plus' phenotypes (515 citations)
Sympathetic skin response (475 citations)
Morvan's syndrome: peripheral and central nervous system and cardiac involvement with antibodies to voltage-gated potassium channels (408 citations)"
Rolph Pfundt,Radboud University Medical Center,NL,"Genomics and Rare Diseases
Genomic variations and chromosomal abnormalities
Genetics and Neurodevelopmental Disorders","Genome sequencing identifies major causes of severe intellectual disability (1164 citations)
Refining analyses of copy number variation identifies specific genes associated with developmental delay (778 citations)
Evidence for 28 genetic disorders discovered by combining healthcare and research data (696 citations)"
Ronak Y. Patel,Barkatullah University,IN,"Genomics and Rare Diseases
Biomedical Text Mining and Ontologies
Cancer Genomics and Diagnostics","Performance of ACMG-AMP Variant-Interpretation Guidelines among Nine Laboratories in the Clinical Sequencing Exploratory Research Consortium (590 citations)
Performance of ACMG-AMP Variant-Interpretation Guidelines among Nine Laboratories in the Clinical Sequencing Exploratory Research Consortium (141 citations)
Allele-specific epigenome maps reveal sequence-dependent stochastic switching at regulatory loci (126 citations)"
Rudy Van Coster,Ghent University Hospital,BE,"Mitochondrial Function and Pathology
Metabolism and Genetic Disorders
RNA modifications and cancer","Genetic and phenotypic heterogeneity suggest therapeutic implications in SCN2A-related disorders (600 citations)
Fatal infantile cardioencephalomyopathy with COX deficiency and mutations in SCO2, a COX assembly gene (575 citations)
Mitochondrial aspartyl-tRNA synthetase deficiency causes leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation (458 citations)"
Rui Xiao,Dalian Polytechnic University,CN,"Thermochemical Biomass Conversion Processes
Chemical Looping and Thermochemical Processes
Lignin and Wood Chemistry","Renewable Chemical Commodity Feedstocks from Integrated Catalytic Processing of Pyrolysis Oils (1088 citations)
Adsorption of Cd(II) from aqueous solutions by rape straw biochar derived from different modification processes (546 citations)
Catalytic conversion of biomass-derived feedstocks into olefins and aromatics with ZSM-5: the hydrogen to carbon effective ratio (517 citations)"
Alshad S. Lalani,Puma Biotechnology (United States),US,"HER2/EGFR in Cancer Research
Advanced Breast Cancer Therapies
Lung Cancer Treatments and Mutations","HER kinase inhibition in patients with HER2- and HER3-mutant cancers (791 citations)
HER2-Mediated Internalization of Cytotoxic Agents in ERBB2 Amplified or Mutant Lung Cancers (296 citations)
Inhibition of Lymphogenous Metastasis Using Adeno-Associated Virus-Mediated Gene Transfer of a Soluble VEGFR-3 Decoy Receptor (270 citations)"
Sakkubai Naidu,Johns Hopkins University,US,"Genetics and Neurodevelopmental Disorders
RNA regulation and disease
Autism Spectrum Disorder Research","Subunits of the translation initiation factor eIF2B are mutant in leukoencephalopathy with vanishing white matter (421 citations)
Lysosomal glycogen storage disease with normal acid maltase (406 citations)
Mutations in each of the five subunits of translation initiation factor eIF2B can cause leukoencephalopathy with vanishing white matter (391 citations)"
Samantha Baxter,Broad Institute,US,"Genomics and Rare Diseases
Genomic variations and chromosomal abnormalities
Cancer Genomics and Diagnostics","A genomic mutational constraint map using variation in 76,156 human genomes (1426 citations)
The landscape of genetic variation in dilated cardiomyopathy as surveyed by clinical DNA sequencing (381 citations)
Insights into genetics, human biology and disease gleaned from family based genomic studies (216 citations)"
Samuel Aronson,Mass General Brigham,US,"Genomics and Rare Diseases
Prostate Cancer Diagnosis and Treatment
Biomedical Text Mining and Ontologies","Building the foundation for genomics in precision medicine (508 citations)
Outcome of sextant biopsy according to gland volume (209 citations)
Prospective evaluation of prostate-specificantigen density and systematic biopsies for early detection of prosttic carcinoma (177 citations)"
Samuel E. Adunyah,The Portland Hospital,GB,"Cancer, Lipids, and Metabolism
Cytokine Signaling Pathways and Interactions
Chemokine receptors and signaling","The Antitumor Potentials of Benzimidazole Anthelmintics as Repurposing Drugs (133 citations)
Harmonizing Clinical Sequencing and Interpretation for the eMERGE III Network (116 citations)
Evidence for the Involvement of JAK/STAT Pathway in the Signaling Mechanism of Interleukin-17 (108 citations)"
Sander Stegmann,,,"Advanced biosensing and bioanalysis techniques
Genetics and Neurodevelopmental Disorders
Protein Degradation and Inhibitors",A Genotype-First Approach in Individuals with Variable Intellectual Disability Permits BRWD3 Mutations’ Diagnosis (0 citations)
Sandra Mercier,Nantes Université,FR,"Genetics and Neurodevelopmental Disorders
Genomics and Rare Diseases
Muscle Physiology and Disorders","Development and Validation of a New Risk Prediction Score for Life-Threatening Ventricular Tachyarrhythmias in Laminopathies (273 citations)
Lessons learned from additional research analyses of unsolved clinical exome cases (240 citations)
De Novo Mutations in Protein Kinase Genes CAMK2A and CAMK2B Cause Intellectual Disability (202 citations)"
Sandra Monfort,Hospital Universitari i Politècnic La Fe,ES,"Genomic variations and chromosomal abnormalities
Genetics and Neurodevelopmental Disorders
Genomics and Rare Diseases","TAF1 Variants Are Associated with Dysmorphic Features, Intellectual Disability, and Neurological Manifestations (130 citations)
High diagnostic yield of syndromic intellectual disability by targeted next-generation sequencing (129 citations)
Duplication of the Williams–Beuren critical region: case report and further delineation of the phenotypic spectrum (97 citations)"
Sara E. Kalla,Baylor Genetics,US,"Genomics and Rare Diseases
Bone Metabolism and Diseases
Cancer Genomics and Diagnostics","Complex disease and phenotype mapping in the domestic dog (286 citations)
Kin preference in a social microbe (197 citations)
Negative Regulation of RANKL-induced Osteoclastic Differentiation in RAW264.7 Cells by Estrogen and Phytoestrogens (126 citations)"
Sarah E. Gould,,,"Genomics and Rare Diseases
Genetic Associations and Epidemiology
RNA regulation and disease","Genetic effects on gene expression across human tissues (4742 citations)
Exploring the phenotypic consequences of tissue specific gene expression variation inferred from GWAS summary statistics (1261 citations)
MARRVEL: Integration of Human and Model Organism Genetic Resources to Facilitate Functional Annotation of the Human Genome (228 citations)"
Saskia Groenewald,University of Miami,US,"ATP Synthase and ATPases Research
Mitochondrial Function and Pathology
Cellular transport and secretion","Mutations in SLC25A46, encoding a UGO1-like protein, cause an optic atrophy spectrum disorder (208 citations)
An Ugo1-like protein is associated with optic atrophy ‘plus’ disorders (0 citations)
RECESSIVE MUTATIONS IN SLC25A46 ARE ASSOCIATED WITH OPTIC ATROPHY PLUS PERIPHERAL NEUROPATHY: CHARACTERIZATION OF A UGO1-LIKE PROTEIN (0 citations)"
Sau Wai Cheung,Baylor College of Medicine,US,"Genomic variations and chromosomal abnormalities
Prenatal Screening and Diagnostics
Genetics and Neurodevelopmental Disorders","Prader-Willi phenotype caused by paternal deficiency for the HBII-85 C/D box small nucleolar RNA cluster (670 citations)
Recurrent reciprocal 1q21.1 deletions and duplications associated with microcephaly or macrocephaly and developmental and behavioral abnormalities (638 citations)
Genomic and Genic Deletions of the FOX Gene Cluster on 16q24.1 and Inactivating Mutations of FOXF1 Cause Alveolar Capillary Dysplasia and Other Malformations (545 citations)"
Sawona Biswas,"University of California, San Francisco",US,"Genomics and Rare Diseases
BRCA gene mutations in cancer
Ethics in Clinical Research","Exome and genome sequencing for pediatric patients with congenital anomalies or intellectual disability: an evidence-based clinical guideline of the American College of Medical Genetics and Genomics (ACMG) (654 citations)
Performance of ACMG-AMP Variant-Interpretation Guidelines among Nine Laboratories in the Clinical Sequencing Exploratory Research Consortium (590 citations)
Effect of Whole-Genome Sequencing on the Clinical Management of Acutely Ill Infants With Suspected Genetic Disease (180 citations)"
Scott J. Hebbring,Marshfield Clinic,US,"Genetic Associations and Epidemiology
Genomics and Rare Diseases
BRCA gene mutations in cancer","A large genome-wide association study of age-related macular degeneration highlights contributions of rare and common variants (1643 citations)
Comparison of RNA-seq and microarray-based models for clinical endpoint prediction (432 citations)
Large-scale genome-wide association study of coronary artery disease in genetically diverse populations (376 citations)"
Seema R. Lalani,Baylor Genetics,US,"Genomics and Rare Diseases
Genomic variations and chromosomal abnormalities
Congenital heart defects research","Recurrent reciprocal 1q21.1 deletions and duplications associated with microcephaly or macrocephaly and developmental and behavioral abnormalities (638 citations)
Chromosome Catastrophes Involve Replication Mechanisms Generating Complex Genomic Rearrangements (470 citations)
High Rate of Recurrent De Novo Mutations in Developmental and Epileptic Encephalopathies (465 citations)"
Seiamak Bahram,Université de Strasbourg,FR,"Immune Cell Function and Interaction
T-cell and B-cell Immunology
Immunodeficiency and Autoimmune Disorders","Selection of evolutionarily conserved mucosal-associated invariant T cells by MR1 (1162 citations)
Cell stress-regulated human major histocompatibility complex class I gene expressed in gastrointestinal epithelium. (1015 citations)
A second lineage of mammalian major histocompatibility complex class I genes. (787 citations)"
Seon‐Young Kim,Korea Research Institute of Bioscience and Biotechnology,KR,"Lung Cancer Treatments and Mutations
Lung Cancer Research Studies
Lung Cancer Diagnosis and Treatment","PAGE: Parametric Analysis of Gene Set Enrichment (830 citations)
GENT2: an updated gene expression database for normal and tumor tissues (520 citations)
Clinical and genomic landscape of gastric cancer with a mesenchymal phenotype (473 citations)"
Beisha Tang,University of South China,CN,"Parkinson's Disease Mechanisms and Treatments
Genetic Neurodegenerative Diseases
Neurological diseases and metabolism","Direct Conversion of Normal and Alzheimer’s Disease Human Fibroblasts into Neuronal Cells by Small Molecules (491 citations)
Impaired meningeal lymphatic drainage in patients with idiopathic Parkinson’s disease (358 citations)
Expansion of Human-Specific GGC Repeat in Neuronal Intranuclear Inclusion Disease-Related Disorders (334 citations)"
Shalini N. Jhangiani,Baylor College of Medicine,US,"Genomics and Rare Diseases
Genomic variations and chromosomal abnormalities
RNA modifications and cancer","Comprehensive genomic characterization defines human glioblastoma genes and core pathways (7864 citations)
Somatic mutations affect key pathways in lung adenocarcinoma (2754 citations)
The Drosophila melanogaster Genetic Reference Panel (1918 citations)"
